kl_div,kstest_pval
14.64031153598037,0.00012985903931414153
18.58462204244342,2.8966130831246082e-05
7.167114656279816,4.378513635240255e-05
8.904289194299091,4.7593719151830165e-05
7.046196194059177,0.00012176836762734276
9.13215985639552,0.00023498975879829968
9.464498903605124,9.876653480610454e-05
13.272846517974793,0.0002160228691219904
6.534631834186102,0.00026118609479702706
10.103665005572545,7.579309053420677e-05
10.674266767252693,0.0003381047275894519
11.483128336175787,0.0004823512207913417
2.1585099795053235,4.2679906493383194e-05
7.2865850560999945,0.00011798092071262004
6.944101060917414,0.00018998325437822108
10.644212778652134,0.0005924645177308092
7.2470879327438205,5.3391345214451274e-05
7.556905485809289,0.0001144024899598638
10.177087509848498,0.00048106377623225414
4.380725622734469,9.796842553364778e-05
13.205148049797513,0.0002289546975216117
13.764356273218208,5.7607759982817535e-05
8.359652546503694,2.0467208239699866e-05
5.933523514270949,2.937925832847587e-05
9.777973543929347,0.00018904989655634644
5.105849616154232,0.0001708216939327864
6.443838802735438,4.8666125699134937e-05
9.050421010190302,0.00011564600274638626
6.144062563866627,0.001481465912852569
3.5543439913673707,0.00016569712169782266
